ticket_number;requestor_name;owner_group;issue_category;ticket_type;severity;severity_num;days_open;satisfaction_ind;ticket_status;created_date
616-819725-6341-3-A;Sheba Pennacci;Hardware;Systems;Request;Low;1;21;Satisfied;Open;2020-07-25
555-202323-1786-6-V;Haleigh Lavington;Networking;Systems;Request;High;3;35;Satisfied;Open;2020-10-01
875-499642-8298-1-K;Linn Vivian;Hardware;Hardware;Request;Unassigned;0;6;Satisfied;Open;2020-04-05
387-544754-5737-0-R;Welby Gwilliam;Security and Governance;Access/Login;Request;Low;1;3;Unknown;Open;2020-08-17
478-201968-1043-9-V;Teirtza Skull;Hardware;Systems;Issue;High;3;19;Satisfied;Open;2020-10-03
179-557919-4940-9-Y;Judi Dunbleton;Security and Governance;Access/Login;Issue;Low;1;30;Unknown;Resolved;2020-04-19
728-038781-8953-8-O;Starlene Faccini;Networking;Hardware;Issue;Low;1;14;Unknown;Open;2020-04-04
990-430686-8284-3-K;Durand Charte;Hardware;Hardware;Issue;Medium;2;22;Satisfied;Open;2020-03-12
957-470282-6291-6-D;Joye Sonner;Networking;Systems;Request;Unassigned;0;29;Satisfied;Open;2020-07-13
818-286442-7069-8-V;Tabbitha Dryburgh;Security and Governance;Access/Login;Request;Unassigned;0;9;Satisfied;Open;2020-03-05
676-169180-1710-0-I;Lindsy Gaskins;Hardware;Hardware;Issue;Unassigned;0;8;Satisfied;Open;2020-05-31
339-219105-3199-0-L;Kahaleel Debenham;Architecture;Systems;Issue;Unassigned;0;35;Unknown;Open;2020-05-11
912-422023-3938-0-A;Burt Oatley;Security and Governance;Access/Login;Issue;Low;1;35;Unsatisfied;Open;2020-08-06
581-244030-4556-8-N;Lorry Iacomettii;Software;Software;Issue;Unassigned;0;3;Unsatisfied;Waiting for Requestor Feedback;2020-10-06
116-685405-4931-8-Q;Devora Kiraly;Hardware;Systems;Request;Medium;2;7;Unsatisfied;Open;2020-07-07
542-237852-6126-5-W;Aristotle Flanders;Hardware;Systems;Issue;Unassigned;0;31;Unknown;Open;2020-04-01
408-660042-5952-1-Q;Sumner Duckels;Software;Software;Request;Low;1;35;Unknown;Open;2020-07-26
759-803511-0398-8-M;Mariam Krahl;Software;Access/Login;Issue;High;3;17;Unknown;Waiting for Requestor Feedback;2020-06-28
102-755026-4559-0-F;Fielding Kobel;Hardware;Systems;Request;Medium;2;8;Satisfied;Open;2020-03-22
402-266279-5978-8-X;Bobby Bausor;Software;Access/Login;Request;Unassigned;0;17;Unknown;Open;2020-05-12
844-644415-1029-8-M;Jeane Rottgers;Security and Governance;Access/Login;Issue;Unassigned;0;22;Unknown;Open;2020-08-30
422-318456-0330-4-A;Etti O'Halleghane;Hardware;Systems;Issue;Low;1;25;Unknown;Open;2020-04-12
351-992017-9131-2-F;Gibb Warstall;Security and Governance;Access/Login;Issue;Low;1;29;Unknown;Open;2020-05-24
929-681498-7396-3-J;Hynda Ensor;Architecture;Hardware;Request;Unassigned;0;29;Unsatisfied;Open;2020-07-14
603-662515-5403-5-T;Milka Pydcock;Hardware;Hardware;Issue;High;3;16;Satisfied;Open;2020-06-15
688-802592-7722-1-Z;Hoyt Tolliday;Networking;Hardware;Request;Unassigned;0;34;Satisfied;Waiting for Requestor Feedback;2020-05-04
663-750086-3476-0-I;Jakob MacTrustie;Security and Governance;Access/Login;Issue;High;3;36;Unknown;Waiting for Requestor Feedback;2020-08-28
926-653797-2107-4-D;Dukie Bouskill;Security and Governance;Access/Login;Issue;Unassigned;0;23;Satisfied;Resolved;2020-08-08
028-379840-5619-1-W;Melantha Currie;Security and Governance;Access/Login;Issue;Unassigned;0;11;Unknown;Open;2020-05-29
729-330903-3008-4-Q;Noellyn Crapper;Architecture;Systems;Request;High;3;16;Unknown;Open;2020-03-26
893-649862-2800-0-D;Vin Ethersey;Software;Software;Issue;Unassigned;0;34;Satisfied;Resolved;2020-04-02
648-257522-9234-0-Z;Erskine Moscrop;Networking;Hardware;Issue;Unassigned;0;14;Satisfied;Open;2020-05-05
123-890527-9744-2-B;Hurley Cree;Networking;Access/Login;Issue;Unassigned;0;1;Satisfied;Open;2020-03-19
728-928111-3915-2-K;Gearalt Spacy;Software;Access/Login;Request;Low;1;2;Unknown;Open;2020-03-04
879-763633-0243-7-Q;Lian Parrish;Software;Access/Login;Issue;Unassigned;0;14;Unsatisfied;Open;2020-10-16
868-647113-4905-0-U;Maggi Justis;Hardware;Hardware;Request;Unassigned;0;17;Satisfied;Resolved;2020-04-22
082-805411-6382-3-I;Hildegarde McGeachie;Architecture;Hardware;Request;Low;1;6;Unknown;Open;2020-09-09
908-000712-9826-6-A;Emile Joannet;Networking;Hardware;Issue;High;3;37;Unsatisfied;Open;2020-05-08
635-447336-5833-3-T;Anallise O'Shevlin;Security and Governance;Access/Login;Issue;Low;1;10;Unknown;Open;2020-03-21
124-389317-5935-4-M;Claudell Booth;Software;Access/Login;Request;Medium;2;26;Unknown;Open;2020-10-16
949-078963-4939-0-W;Onfroi Gartside;Architecture;Systems;Request;Low;1;26;Unknown;Open;2020-05-12
056-359829-0057-6-M;Shel Le-Good;Hardware;Systems;Issue;Unassigned;0;1;Satisfied;Open;2020-03-14
418-120895-1292-2-P;Geneva Caswall;Software;Access/Login;Request;Low;1;26;Unsatisfied;Resolved;2020-08-12
637-768949-2150-9-H;Sutton Bostock;Architecture;Systems;Issue;Medium;2;19;Satisfied;Open;2020-10-05
871-385620-2086-5-V;Phineas Readings;Software;Access/Login;Request;Unassigned;0;26;Satisfied;Open;2020-04-08
114-012089-4672-2-H;Darla Trevett;Security and Governance;Access/Login;Issue;Medium;2;15;Unknown;Waiting for Requestor Feedback;2020-05-01
452-203238-0112-9-R;Augustine Lefeaver;Software;Software;Issue;Medium;2;24;Unknown;Open;2020-06-12
738-469818-5921-9-I;Nicolle Robbeke;Security and Governance;Access/Login;Issue;High;3;25;Unsatisfied;Open;2020-07-19
018-310308-0177-1-Q;Rriocard Futcher;Hardware;Systems;Request;High;3;25;Unknown;Open;2020-06-15
469-921345-6717-6-V;Rani Durnin;Architecture;Hardware;Request;Unassigned;0;27;Unknown;Open;2020-09-19
988-287484-5835-9-S;Cori Lipyeat;Software;Access/Login;Request;Medium;2;13;Satisfied;Open;2020-06-09
236-766932-7590-1-I;Florinda Kubes;Networking;Access/Login;Request;Unassigned;0;17;Unknown;Open;2020-04-07
991-118423-0038-3-Y;Jobey Kiefer;Security and Governance;Access/Login;Request;Low;1;18;Satisfied;Open;2020-03-23
988-886771-2571-0-G;Bealle Sames;Architecture;Hardware;Request;Low;1;16;Unknown;Open;2020-03-25
275-834271-6442-9-O;Harri Thompsett;Software;Access/Login;Issue;Low;1;29;Unsatisfied;Open;2020-04-13
154-781256-7146-1-Z;Clayborne Escudier;Architecture;Systems;Request;Low;1;10;Satisfied;Open;2020-03-20
216-068821-4473-0-B;Dwain Bootell;Architecture;Systems;Request;High;3;14;Satisfied;Open;2020-04-23
870-751189-1227-4-C;Alia McAless;Architecture;Hardware;Request;Low;1;23;Satisfied;Open;2020-10-07
468-251017-8350-3-S;Joycelin Lenham;Architecture;Systems;Issue;Unassigned;0;27;Unsatisfied;Open;2020-07-28
571-228582-2232-0-G;Carlene Shorte;Hardware;Systems;Request;Low;1;25;Satisfied;Open;2020-04-04
324-933777-6472-8-I;Mathias Manhare;Networking;Access/Login;Request;Low;1;14;Satisfied;Waiting for Requestor Feedback;2020-03-07
578-460289-4583-5-U;Lia Fortune;Networking;Hardware;Issue;High;3;33;Unknown;Open;2020-06-19
996-598953-8658-9-W;Sharla Newson;Software;Software;Issue;Medium;2;16;Unknown;Open;2020-08-20
868-256815-7116-6-W;Catharine Coupland;Security and Governance;Access/Login;Request;Unassigned;0;5;Satisfied;Resolved;2020-05-03
662-896412-5985-4-T;Nariko McJerrow;Hardware;Systems;Issue;Unassigned;0;31;Unknown;Open;2020-07-15
070-321815-3035-0-S;Hortense Gronauer;Hardware;Hardware;Issue;Low;1;31;Unknown;Open;2020-04-02
680-311494-9637-1-O;Cassius MacGruer;Software;Access/Login;Request;Medium;2;24;Satisfied;Waiting for Requestor Feedback;2020-09-07
839-310335-8636-2-B;Wren Abisetti;Security and Governance;Access/Login;Issue;Low;1;30;Unsatisfied;Open;2020-05-27
740-382246-3768-0-D;Kareem Lauxmann;Hardware;Systems;Request;Medium;2;29;Satisfied;Resolved;2020-03-05
011-303440-9368-3-G;Guthrie Stoven;Networking;Access/Login;Issue;Low;1;11;Unsatisfied;Open;2020-03-05
690-386315-3792-3-E;Kore Tivnan;Architecture;Systems;Issue;Unassigned;0;31;Satisfied;Open;2020-07-09
277-388292-1949-2-K;Germain Weed;Networking;Access/Login;Issue;Low;1;12;Satisfied;Resolved;2020-05-28
089-246302-2469-8-G;Star Hindhaugh;Software;Access/Login;Issue;Low;1;12;Unknown;Open;2020-08-21
565-110182-7044-0-Z;Isadora Bergstrand;Architecture;Systems;Request;Unassigned;0;4;Unknown;Open;2020-07-12
171-218263-4248-3-D;Ferdy Gianasi;Architecture;Hardware;Request;Unassigned;0;27;Satisfied;Resolved;2020-07-09
196-794724-5319-2-A;Sisely Riggs;Software;Access/Login;Request;Low;1;26;Satisfied;Waiting for Requestor Feedback;2020-10-02
639-439928-6879-4-Z;Gina Hallwell;Hardware;Systems;Issue;Unassigned;0;21;Unknown;Resolved;2020-03-07
680-319487-3649-0-O;Gabriela Dorning;Security and Governance;Access/Login;Request;Unassigned;0;10;Satisfied;Open;2020-05-20
764-214885-3004-8-Q;Whittaker Bolt;Hardware;Hardware;Issue;Unassigned;0;21;Unknown;Closed - No Action;2020-03-29
823-456783-7678-2-F;Charin Roseborough;Security and Governance;Access/Login;Issue;Low;1;5;Unknown;Open;2020-09-21
773-969211-1736-7-A;Pablo Ioannou;Hardware;Hardware;Issue;Unassigned;0;34;Unknown;Open;2020-10-01
274-792281-0317-7-O;Brandie Togher;Hardware;Hardware;Request;Medium;2;35;Unknown;Waiting for Requestor Feedback;2020-07-17
709-687652-0876-3-B;Berky Meedendorpe;Security and Governance;Access/Login;Issue;Unassigned;0;7;Unknown;Open;2020-08-14
450-548478-2042-8-U;Maryanna Filipczak;Software;Access/Login;Request;Unassigned;0;19;Unknown;Open;2020-08-31
934-919592-1415-1-W;Berkly Lernihan;Networking;Hardware;Request;High;3;36;Satisfied;Open;2020-09-12
177-746964-4201-0-B;Sloan Cantor;Security and Governance;Access/Login;Issue;Medium;2;12;Unsatisfied;Open;2020-08-24
158-497298-9538-6-F;Sherm Cardno;Architecture;Hardware;Request;Low;1;32;Satisfied;Resolved;2020-08-05
787-324139-5621-2-J;Ogdon McNiven;Software;Access/Login;Request;Unassigned;0;12;Satisfied;Open;2020-08-26
726-536080-6790-0-G;Kendal Grellier;Security and Governance;Access/Login;Request;Low;1;16;Satisfied;Resolved;2020-05-16
979-824878-9836-1-W;Britney Betts;Hardware;Hardware;Issue;Unassigned;0;15;Satisfied;Open;2020-07-08
432-778686-3820-4-H;Townie Buckner;Software;Access/Login;Request;Low;1;15;Unknown;Open;2020-06-08
420-878227-6809-7-W;Sherill Cocksedge;Security and Governance;Access/Login;Request;Low;1;36;Satisfied;Waiting for Requestor Feedback;2020-09-24
423-697943-9186-9-D;Gualterio Ferrer;Security and Governance;Access/Login;Request;High;3;6;Unknown;Open;2020-06-16
249-381283-7459-9-X;Stanfield Breacher;Architecture;Hardware;Issue;Unassigned;0;12;Unknown;Open;2020-08-24
736-169421-4718-6-J;Randal Hanley;Software;Access/Login;Issue;Unassigned;0;28;Unsatisfied;Open;2020-10-16
547-360614-8408-5-Q;Karisa Canedo;Networking;Access/Login;Request;Low;1;33;Satisfied;Waiting for Requestor Feedback;2020-06-22
367-067873-7000-0-T;Melba Scandroot;Networking;Access/Login;Request;Unassigned;0;11;Unsatisfied;Resolved;2020-09-23
968-548865-1720-4-X;Teddie Battison;Networking;Systems;Issue;Unassigned;0;9;Unsatisfied;Open;2020-03-05
630-201269-6436-6-X;Oralia Vaughton;Networking;Access/Login;Issue;Unassigned;0;14;Satisfied;Open;2020-10-26
045-269451-2661-9-T;Virgil Vanner;Hardware;Systems;Issue;High;3;30;Satisfied;Open;2020-03-11
448-290396-2082-7-T;Lawton Gulvin;Security and Governance;Access/Login;Issue;Unassigned;0;27;Satisfied;Waiting for Requestor Feedback;2020-03-18
011-665272-6272-9-L;Elliott Mumby;Security and Governance;Access/Login;Issue;Low;1;10;Satisfied;Open;2020-05-18
458-856071-7855-3-M;Millisent Cody;Architecture;Hardware;Issue;Medium;2;31;Satisfied;Open;2020-08-16
618-890148-8970-2-V;Minnie Fieldhouse;Networking;Hardware;Request;Unassigned;0;3;Unsatisfied;Open;2020-09-09
563-414978-1076-6-N;Anabella Etridge;Hardware;Hardware;Request;Medium;2;28;Unknown;Open;2020-07-17
836-506962-6576-4-I;Darbee Spellman;Architecture;Systems;Request;Unassigned;0;14;Unknown;Open;2020-06-13
576-462050-0839-4-F;Randie Eagleston;Architecture;Hardware;Request;Unassigned;0;17;Unknown;Open;2020-10-04
163-184968-5027-4-E;Bill Churchlow;Hardware;Hardware;Request;Unassigned;0;3;Satisfied;Open;2020-06-18
017-941791-6306-6-N;Chrissy O'Shesnan;Software;Software;Issue;Unassigned;0;6;Unknown;Open;2020-05-27
972-008235-4812-5-Z;Burnaby Yanele;Architecture;Hardware;Request;Unassigned;0;7;Unknown;Waiting for Requestor Feedback;2020-08-10
594-077128-3087-1-I;Lorine Firmage;Software;Software;Request;Unassigned;0;25;Unknown;Open;2020-09-03
980-216482-2170-4-I;Sharla Antos;Networking;Access/Login;Request;Low;1;1;Unknown;Waiting for Requestor Feedback;2020-05-21
977-408881-2848-4-W;Meggie Blaxeland;Security and Governance;Access/Login;Issue;Low;1;33;Satisfied;Open;2020-08-14
169-695080-0402-8-M;Sibella Cogar;Software;Access/Login;Request;Low;1;15;Unknown;Open;2020-03-06
268-209698-9536-8-V;Dion Bleaden;Hardware;Systems;Request;Unassigned;0;10;Satisfied;Open;2020-07-19
494-558848-2307-7-A;Joyan Tidmas;Architecture;Hardware;Request;Unassigned;0;10;Satisfied;Open;2020-07-20
197-560871-5460-3-F;Ruggiero Bielby;Architecture;Hardware;Issue;High;3;32;Unknown;Open;2020-03-22
922-779721-0875-8-V;Kalvin Mingasson;Security and Governance;Access/Login;Request;Medium;2;23;Satisfied;Waiting for Requestor Feedback;2020-07-18
352-260443-5482-7-O;Zack Greer;Software;Access/Login;Issue;High;3;28;Satisfied;Open;2020-03-10
715-668814-2853-5-B;Randi Banghe;Security and Governance;Access/Login;Issue;Low;1;18;Unknown;Open;2020-08-22
766-443431-3704-2-D;Deeanne Dominick;Networking;Access/Login;Issue;Medium;2;26;Unsatisfied;Open;2020-10-27
897-307632-5217-1-O;Eunice Bucknill;Networking;Access/Login;Request;Low;1;2;Satisfied;Open;2020-08-30
440-492297-9854-3-E;Gherardo Szymanski;Hardware;Systems;Issue;High;3;17;Unknown;Open;2020-10-21
249-439862-8615-2-G;Elisabeth MacPhail;Hardware;Hardware;Request;Low;1;14;Unknown;Open;2020-08-29
282-781928-8319-8-A;Innis Leveridge;Architecture;Hardware;Issue;Low;1;22;Unknown;Waiting for Requestor Feedback;2020-09-14
917-684630-8465-2-R;Babara Budd;Software;Access/Login;Issue;Unassigned;0;11;Unknown;Open;2020-06-14
150-214543-2121-1-B;Bartholomeo Lesek;Security and Governance;Access/Login;Request;Medium;2;6;Satisfied;Open;2020-08-08
295-725335-7348-8-K;Edward Rutter;Architecture;Systems;Issue;Unassigned;0;30;Unknown;Waiting for Requestor Feedback;2020-09-23
455-339309-7280-5-H;Jo Attaway;Software;Software;Request;Low;1;19;Unknown;Open;2020-04-10
194-184602-3019-0-Z;Almire Haukey;Hardware;Systems;Issue;High;3;17;Unsatisfied;Resolved;2020-06-01
184-710662-6415-1-S;Gilly Benninck;Software;Software;Issue;Low;1;17;Unsatisfied;Open;2020-08-31
084-173999-4435-8-B;Griff Vatcher;Security and Governance;Access/Login;Issue;Low;1;37;Satisfied;Open;2020-03-21
745-004308-7910-0-V;Casey Kwietek;Software;Software;Request;Low;1;16;Satisfied;Open;2020-05-23
703-904780-2338-9-N;Anson Fieldsend;Networking;Hardware;Request;High;3;34;Satisfied;Open;2020-04-14
810-807216-5369-9-K;Currey Beastall;Software;Software;Issue;Low;1;25;Unsatisfied;Waiting for Requestor Feedback;2020-07-25
835-956476-9066-1-K;Lorelle Brighty;Architecture;Hardware;Issue;Unassigned;0;11;Unknown;Open;2020-06-09
780-317540-2914-0-I;Shermy Tant;Software;Access/Login;Issue;Medium;2;23;Unknown;Open;2020-04-22
094-574256-4061-3-V;Adelina Broadwell;Software;Software;Issue;Unassigned;0;14;Unknown;Open;2020-05-02
893-384893-2974-3-Y;Sarina Genty;Architecture;Systems;Issue;Medium;2;3;Unknown;Open;2020-04-02
810-617235-8974-0-I;Celestyna Gethin;Networking;Systems;Request;Low;1;25;Unknown;Open;2020-05-20
896-617077-1967-2-H;Trent Lau;Networking;Access/Login;Issue;Unassigned;0;5;Unknown;Open;2020-08-20
412-584297-9657-5-P;Kacey Garfield;Software;Software;Issue;Low;1;31;Satisfied;Resolved;2020-10-11
508-073629-1960-3-P;Suzy Isted;Architecture;Hardware;Issue;Unassigned;0;37;Satisfied;Open;2020-06-16
879-162155-6001-4-T;Jessy Cameli;Networking;Access/Login;Request;Unassigned;0;35;Unknown;Open;2020-10-11
554-090859-4489-3-C;Camel McFetrich;Security and Governance;Access/Login;Issue;Unassigned;0;17;Unknown;Open;2020-08-24
901-359296-5524-3-N;Shannon Dyet;Security and Governance;Access/Login;Issue;Unassigned;0;20;Unknown;Open;2020-10-27
196-722013-5111-0-R;Enriqueta Groocock;Software;Software;Issue;Low;1;26;Satisfied;Open;2020-06-26
090-214248-8874-8-C;Micah Persich;Hardware;Systems;Request;Low;1;33;Satisfied;Open;2020-03-20
139-622970-5677-1-D;Ralph Gallally;Architecture;Systems;Issue;Unassigned;0;20;Satisfied;Closed - No Action;2020-03-26
636-866766-6167-3-X;Rakel Burndred;Networking;Systems;Request;Medium;2;29;Unsatisfied;Closed - No Action;2020-05-21
543-125302-4097-5-B;Pegeen Pechacek;Hardware;Hardware;Request;Medium;2;25;Unknown;Open;2020-09-30
300-626693-1745-2-N;Bell Ballingal;Security and Governance;Access/Login;Issue;High;3;23;Satisfied;Resolved;2020-05-20
552-385208-0766-4-W;Rodolfo Fancett;Software;Software;Request;Low;1;9;Unsatisfied;Waiting for Requestor Feedback;2020-05-13
612-050198-5807-1-L;Pippa Slavin;Software;Software;Issue;Medium;2;9;Satisfied;Open;2020-10-09
324-660626-5376-5-P;Donella Caston;Hardware;Hardware;Issue;Low;1;25;Satisfied;Resolved;2020-05-28
473-065636-3506-1-N;Nolie Dobel;Software;Access/Login;Request;Unassigned;0;4;Satisfied;Open;2020-08-19
564-031415-4347-5-I;Cherey Kalf;Architecture;Systems;Request;Medium;2;7;Satisfied;Open;2020-10-25
547-719778-9740-6-Q;Lucien Garnall;Networking;Systems;Issue;High;3;19;Satisfied;Open;2020-09-09
142-727463-7545-8-I;Gustavo Birtley;Security and Governance;Access/Login;Issue;Unassigned;0;37;Unknown;Open;2020-03-27
915-810062-6844-6-B;Saree Barrar;Software;Software;Request;High;3;30;Unknown;Open;2020-09-29
425-101656-5194-2-G;Rowland Braney;Security and Governance;Access/Login;Request;Unassigned;0;8;Unknown;Resolved;2020-03-22
197-338533-4021-8-W;Reuben Rowcliffe;Hardware;Hardware;Request;Low;1;34;Satisfied;Resolved;2020-04-18
869-803775-4772-6-T;Fawn Caldwall;Architecture;Systems;Issue;Low;1;20;Unknown;Resolved;2020-04-28
688-263452-1892-9-Q;Annaliese Coundley;Security and Governance;Access/Login;Issue;Medium;2;8;Unknown;Open;2020-09-06
656-538583-6498-3-A;Rand Quickenden;Security and Governance;Access/Login;Issue;Low;1;15;Satisfied;Resolved;2020-07-08
539-009072-0430-6-S;Debera Dallimare;Networking;Hardware;Request;Low;1;21;Unknown;Waiting for Requestor Feedback;2020-05-16
824-614037-2742-1-G;Elianore McCaughan;Architecture;Systems;Issue;Unassigned;0;17;Unsatisfied;Open;2020-03-03
085-787050-6778-1-D;Bethina Theaker;Software;Access/Login;Issue;Medium;2;21;Unknown;Open;2020-10-15
482-146832-0369-2-A;Terese Harlowe;Security and Governance;Access/Login;Issue;Unassigned;0;23;Satisfied;Open;2020-04-30
943-111697-2803-6-T;Chucho Baskeyfield;Architecture;Hardware;Request;Low;1;17;Satisfied;Open;2020-03-19
956-126928-7998-0-K;Ritchie Tumasian;Hardware;Systems;Issue;High;3;4;Unknown;Open;2020-10-17
904-775548-6937-4-U;Gypsy Warlaw;Networking;Hardware;Request;Unassigned;0;37;Satisfied;Waiting for Requestor Feedback;2020-07-18
783-520463-9266-4-E;Judye Ramas;Software;Access/Login;Request;Unassigned;0;6;Satisfied;Open;2020-05-12
413-363774-0452-5-G;Sander Gettens;Networking;Hardware;Issue;Low;1;17;Satisfied;Waiting for Requestor Feedback;2020-08-21
632-415761-6645-6-H;Kiley Stickel;Architecture;Systems;Request;Unassigned;0;29;Satisfied;Open;2020-05-05
143-338324-8248-4-C;Saba Abercrombie;Software;Access/Login;Issue;Medium;2;21;Satisfied;Open;2020-06-17
788-874576-3784-5-L;Darby Grishelyov;Software;Software;Issue;Low;1;1;Satisfied;Resolved;2020-03-04
353-395163-8544-1-I;Donni Georgeou;Software;Access/Login;Request;High;3;7;Unknown;Waiting for Requestor Feedback;2020-07-18
820-534829-0696-5-Z;Dave Manson;Security and Governance;Access/Login;Issue;Low;1;13;Satisfied;Open;2020-07-31
362-692752-4805-4-K;Clay Muge;Architecture;Systems;Issue;Low;1;22;Satisfied;Open;2020-06-30
520-689870-9069-4-F;Saraann Grainge;Security and Governance;Access/Login;Request;Unassigned;0;14;Satisfied;Open;2020-07-16
059-798445-2268-8-G;Hildy Goding;Security and Governance;Access/Login;Issue;Unassigned;0;5;Satisfied;Open;2020-09-26
855-466088-5507-0-R;Giuditta Gabey;Networking;Access/Login;Request;High;3;15;Satisfied;Open;2020-06-06
223-890475-3770-0-W;Elwin Spadazzi;Security and Governance;Access/Login;Issue;Unassigned;0;21;Unknown;Resolved;2020-03-02
422-267149-8722-8-N;Humfrid Bramah;Security and Governance;Access/Login;Issue;Low;1;8;Satisfied;Open;2020-07-11
123-383506-0746-7-Y;Bradford Kalker;Security and Governance;Access/Login;Request;High;3;33;Satisfied;Open;2020-09-28
664-110409-4255-5-R;Ardeen Sharrock;Networking;Systems;Request;High;3;23;Satisfied;Waiting for Requestor Feedback;2020-04-23
964-717346-4712-8-J;Willdon Sobey;Architecture;Hardware;Request;Unassigned;0;17;Unknown;Resolved;2020-10-07
157-956035-0994-4-K;Mel Ferrarin;Architecture;Hardware;Request;Unassigned;0;12;Unsatisfied;Open;2020-10-17
683-317073-2399-5-G;Natassia Bulcock;Security and Governance;Access/Login;Request;Unassigned;0;5;Unknown;Waiting for Requestor Feedback;2020-07-20
117-465404-6441-4-S;Merrill Ipplett;Security and Governance;Access/Login;Request;Medium;2;2;Unknown;Waiting for Requestor Feedback;2020-09-30
229-998368-8863-1-H;Howey Greim;Security and Governance;Access/Login;Issue;High;3;12;Satisfied;Open;2020-06-10
665-580125-7693-9-J;Dario Liley;Software;Access/Login;Request;Low;1;11;Unknown;Open;2020-03-15
327-762584-7704-7-G;Ashlee McGillivrie;Software;Access/Login;Request;Low;1;14;Satisfied;Open;2020-09-07
790-220188-0588-0-P;Arliene Shade;Networking;Systems;Issue;High;3;2;Unknown;Open;2020-05-20
239-797212-7120-0-A;Trumann Lory;Security and Governance;Access/Login;Issue;High;3;4;Unsatisfied;Open;2020-08-16
027-473624-2114-2-A;Dayna Heffy;Architecture;Hardware;Request;Medium;2;28;Unknown;Open;2020-08-07
711-899903-9674-8-D;Witty Hallick;Hardware;Hardware;Issue;Low;1;26;Unknown;Open;2020-09-07
884-265057-7754-9-F;Vivianne Barck;Networking;Hardware;Request;Low;1;20;Unknown;Open;2020-07-18
534-940404-1580-6-M;Shell Ray;Software;Access/Login;Request;Low;1;3;Satisfied;Open;2020-03-31
196-193114-7974-6-Y;Olenolin MacAllester;Software;Software;Request;Low;1;31;Unsatisfied;Open;2020-05-05
207-406275-3478-6-U;Wiatt Swatman;Security and Governance;Access/Login;Issue;Unassigned;0;12;Unknown;Open;2020-10-24
418-978032-4341-4-K;Desirae Freer;Networking;Systems;Request;High;3;28;Unsatisfied;Open;2020-10-22
018-569142-0655-8-C;Thatch Graveston;Architecture;Systems;Request;Low;1;3;Satisfied;Open;2020-04-14
994-802427-0084-6-B;Ban Riguard;Architecture;Hardware;Issue;Unassigned;0;27;Satisfied;Open;2020-05-12
266-047269-3576-0-F;Drew Twelve;Software;Access/Login;Request;Low;1;13;Unsatisfied;Open;2020-06-20
763-608871-2119-2-C;Clarance Jakes;Networking;Hardware;Request;Unassigned;0;17;Unknown;Waiting for Requestor Feedback;2020-06-28
713-323178-0909-6-Q;Nat Frend;Hardware;Hardware;Issue;Unassigned;0;31;Satisfied;Open;2020-10-13
704-189967-2358-4-Z;Wakefield Frossell;Hardware;Hardware;Request;Low;1;2;Unsatisfied;Open;2020-04-13
531-392978-8518-9-N;Burg Dongall;Networking;Access/Login;Issue;Low;1;26;Unsatisfied;Open;2020-05-24
738-773627-5604-1-J;Kaylee Francis;Security and Governance;Access/Login;Issue;Low;1;24;Unknown;Open;2020-09-27
126-320163-0079-2-D;Violetta Frapwell;Security and Governance;Access/Login;Request;Unassigned;0;20;Satisfied;Resolved;2020-05-29
173-412027-9121-9-N;Vivianna Speak;Hardware;Hardware;Issue;Unassigned;0;19;Unknown;Open;2020-05-21
460-607124-2386-0-J;Arri Grieg;Security and Governance;Access/Login;Issue;High;3;1;Unknown;Open;2020-05-17
778-703451-9196-7-F;Clea Snoxall;Architecture;Hardware;Issue;High;3;17;Satisfied;Open;2020-09-24
483-966849-2206-1-D;Jules Bowick;Software;Access/Login;Request;High;3;7;Satisfied;Open;2020-04-03
240-554606-5200-4-K;Carlie Hinder;Security and Governance;Access/Login;Issue;Unassigned;0;12;Satisfied;Waiting for Requestor Feedback;2020-08-31
246-674828-0781-0-N;Diann Focke;Architecture;Systems;Issue;Low;1;13;Satisfied;Open;2020-09-26
228-384105-4982-0-P;Laura Dalinder;Hardware;Systems;Request;High;3;18;Unknown;Open;2020-07-17
557-275515-3720-6-A;Markus Badby;Security and Governance;Access/Login;Issue;Unassigned;0;32;Satisfied;Open;2020-10-19
597-406683-4282-6-W;Sophronia Ivashnikov;Software;Access/Login;Issue;High;3;5;Unknown;Open;2020-04-25
071-408485-6476-8-G;Lorette Longhorne;Hardware;Hardware;Request;High;3;7;Satisfied;Open;2020-04-22
398-773455-0454-4-R;Pepito Brookz;Architecture;Systems;Request;Medium;2;5;Unknown;Open;2020-05-18
768-420388-5322-8-N;Alana Doumenc;Architecture;Systems;Request;High;3;31;Satisfied;Open;2020-09-20
731-226050-0573-4-R;Creight Pilpovic;Networking;Hardware;Issue;Unassigned;0;29;Unknown;Open;2020-10-13
015-483678-9913-8-J;Herbert Brockelsby;Networking;Hardware;Issue;High;3;28;Satisfied;Open;2020-06-05
406-992457-9450-1-K;Mandy Partner;Hardware;Systems;Request;Medium;2;23;Satisfied;Open;2020-10-10
311-845056-1534-7-M;Marlena Guwer;Security and Governance;Access/Login;Issue;Unassigned;0;28;Unsatisfied;Open;2020-04-12
188-802636-2629-6-X;Corena Codron;Software;Software;Issue;Low;1;10;Satisfied;Resolved;2020-04-09
952-589198-7901-6-M;Jocelin Grief;Software;Access/Login;Request;Unassigned;0;8;Satisfied;Open;2020-06-27
